Type,Entry,Variations,Party,Country,EU,source_file,source_sheet,source_row
Name,Oliver Rosengren,Oliver Rosengren,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,166
Name,Louise Meijer,Louise Meijer,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,167
Name,Tilda Lagerhall,Tilda Lagerhall,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,168
Name,Carl XVI Gustaf,Carl Gustav XVI,Not affiliated,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,169
Name,Kamala Harris,Kamala Harris,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,170
Name,Giorgia Meloni,Giorgia Meloni,Brothers of Italy,Italy,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,171
Name,Grace O'Sullivan,Grace O’Sullivan,Green Party,Ireland,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,172
Name,IRL,"EU MP IRL, IRL",Green Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,173
Name,Leo Varadkar,Leo Varadkar,Fine Gael,Ireland,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,174
Name,Michael Gove,Michael Gove,Conservative Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,175
Name,Mikael Damberg,Mikael Damberg,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,176
Name,Julian Assange,Julian Assange,Others,Australia,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,177
Name,Yair Lapid,Yair Lapid,Yesh Atid,Israel,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,178
Name,European Left,"left, left europe",Party of the European Left,Europe,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,179
Name,Emil Eneblad,Emil Eneblad,Not publicly known,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,180
Name,Ulrika Westerlund,Ulrika Westerlund,Green Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,181
Name,Terry Reintke,Terry Reintke,The Greens,Germany,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,182
Name,Margrethe Vestager,Margrethe Vestager,Social Liberal Party,Denmark,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,183
Name,Lena Hallengren,Lena Hallgren,Social Democrats,Sweden,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,184
Name,Marine Le Pen,Marine Le Pen,National Rally,France,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,185
Name,Yanis Varoufakis,Yanis Varoufakis,MeRA 25,Greece,1,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,186
Party,Democracy in Europe Movement 2025,DiEM25,Democracy in Europe Movement 2025,Unknown,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,187
Name,Nigel Farage,Nigel Farage,Reform UK,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,188
Name,Noam Chomsky,Noam Chomsky,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Sweden_Glossary.xlsx,Glossary,189
