Type,Entry,Variations,Party,Country,EU,source_file,source_sheet,source_row
Name,Barry Andrews,Barry Andrews,Fianna Fáil,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,172
Name,Mehdi Hasan,Mehdi Hasan,Not publicly affiliated,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,173
Name,Cenk Uygur,Cenk Uygur,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,174
Name,Robert Habeck,"Robert Habek, Robert Habeck",Alliance 90/The Greens,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,175
Party,Determination and Justice[hr],Determination and Justice,Determination and Justice[hr],Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,176
Name,Conservative Party,"Conservative Party, Conservative and Unionist Party",Conservative Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,177
Name,Željko Komšić,Željko Komšić,Democratic Front,Bosnia And Herzegovina,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,178
Name,Chase Oliver,Chase Oliver,Libertarian Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,179
Name,Avi Hyman,Avi Hyman,Likud,Israel,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,180
Name,Micheál Martin,Micheal Martin,Fianna Fáil,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,181
Name,Jess Phillips,Jess Phillips,Labour Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,182
Name,Michael Bloss,Michael Bloss,Alliance 90/The Greens,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,183
Name,Matteo Salvini,Matteo Salvini,Lega Nord,Italy,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,184
Name,Petr Bystron,Petr Bystrom,Alternative for Germany,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,185
Name,Cate Blanchett,Cate Blanchett,Others,Australia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,186
Name,Estrella Galán,"Estrella Galan, Estella Galan, Estrela Gallan",Sumar,Spain,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,187
Name,Christine Lagarde,Christine Lagarde,Others,France,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,188
Name,Gavin Newsom,Gavin Newsom,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,189
Name,Danijela Dolenec,Danijela Dolenec,We can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,190
Name,Luka Korlaet,Luka Korlaet,We Can!,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,191
Name,Caroline Lucas,Caroline Lucas,Green Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,192
Name,Michael Gove,Michael Gove,Conservative Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,193
Name,Natalie Bennett,Natalie Bennett,Green Party,Australia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,194
Name,Barack Obama,Barack Obama,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,195
Name,Leo Varadkar,Leo Varadkar,Fine Gael,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,196
Name,Pope Francis,Pope Francis,Others,Vatican City,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,197
Party,Croatian Social Liberal Party,HSLS,Croatian Social Liberal Party,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,198
Name,Lina Khan,Lina Khan,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,199
Name,Gabriela Bošnjak,"Gabrijela Bošnjak, Gabriela Bošnjak",Croatian Social Liberal Party,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,200
Name,Recep Tayyip Erdoğan,Recep Tayyip Erdogan,Justice and Development Party,Turkey,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,201
Name,Greens/EFA,Greens-EFA,Greens/EFA,European Union,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,202
Party,CHEGA!,Die Gruene Ch,CHEGA!,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,203
Name,Keir Starmer,Keir Starmer,Labour Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,204
Name,Michael Ellis,Michael Ellis,Conservative Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,205
Name,Sébastien Delogu,Sebastien Delogu,La France Insoumise,France,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,206
Name,Ned Mannoun,Ned Mannoun,Liberal Party,Australia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,207
Name,Slobodan Novak,Slobodan Novak,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,208
Name,Manfred Weber,Manfred Weber,Christian Social Union,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,209
Name,Mato Lukić,Mato Lukić,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,210
Name,Stjepan Mesić,Stjepan Mesić,Social Democratic Party,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,211
Name,Tomas Tobé,Tomas Tobe,Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,212
Name,Ulf Kristersson,Ulf Kristersson,The Moderate Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,213
Name,Sadiq Khan,Sadiq Khan,Labour Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,214
Name,Abir Al-Sahlani,Abir Alsahlani,Centre Party,Sweden,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,215
Name,John Oliver,Jon Oliver,Not publicly affiliated,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,216
Name,Gideon Levy,"Gideo Levy, Gideon Levy",Not publicly affiliated,Israel,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,217
Name,Lula da Silva,Lula da Silva,Workers' Party,Brazil,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,218
Name,Nikolina Brnjac,Nikolina Brnjac,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,219
Name,Jan Mišković,Jan Mišković,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,220
Name,Plaid Cymru,Plaid Cymru,Plaid Cymru,United Kingdom (wales),0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,221
Name,Carmen Smith,Carmen Smith,Not publicly affiliated,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,222
Name,Mishal Al-Ahmad Al-Jaber Al-Sabah,Mishal Al-Ahmad Al-Jaber Al-Sabah,Not publicly affiliated,Kuwait,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,223
Name,Liam Byrne,Liam Byrne,Labour Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,224
Name,Grace O'Sullivan,Grace O'Sullivan,Green Party,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,225
Name,Die Grünen – Die Grüne Alternative,Die Grünen – Die Grüne Alternative,The Greens – The Green Alternative,Austria,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,226
Name,Davor Ivo Stier,Davor Ivo Stier,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,227
Name,Alma Zadić,Alma Zadić,The Greens – The Green Alternative,Austria,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,228
Name,Marcus König,Marcus König,Christian Social Union,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,229
Name,Karoline Edtstadler,"Karoline Edtstadler, Karoline Edstadler",Austrian People's Party,Austria,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,230
Name,Donald Tusk,Donald Tusk,Civic Platform Party,Poland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,231
Name,Evika Siliņa,Evika Silina,Law and Justice,Latvia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,232
Name,Ingrida Šimonytė,Ingrida Simonyte,Homeland Union,Lithuania,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,233
Name,Klaus Iohannis,Klaus Iohannis,National Liberal Party,Romania,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,234
Name,Karl Nehammer,Karl Nehammer,Austrian People's Party,Austria,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,235
Name,Petteri Orpo,Petteri orpo,National Coalition Party,Finland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,236
Name,Nikos Christodoulides,Nikos Christodoulides,Independent,Cyprus,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,237
Name,Luc Frieden,Luc Frieden,Christian Social People's Party,Luxembourg,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,238
Name,Matko Dujmović,Matko Dujmović,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,239
Name,Davor Božinović,Davor Božinović,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,240
Name,Vitali Klitschko,Vitali Klitschko,Ukrainian Democratic Alliance for Reform,Ukraine,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,241
Party,Republic,Stranka Republika,Republic,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,242
Name,Luka Kraljević,Luka Kraljević,Republic,Slovenia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,243
Name,Johannes Rauch,Johannes Rauch,The Greens – The Green Alternative,Austria,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,244
Name,Kaja Kallas,Kaja Kallas,Reform Party,Estonia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,245
Name,Alexander De Croo,Alexander de Croo,Open Flemish Liberals and Democrats,Belgium,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,246
Name,Xavier Bettel,Xavier Bettel,Democratic Party,Luxembourg,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,247
Party,Democracy in Europe Movement 2025,DiEM25,Democracy in Europe Movement 2025,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,248
Name,Yonnec Polet,Yonnec Polet,Party of European Socialists,Belgium,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,249
Name,Ante Mihanović,Ante Mihanović,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,250
Name,Harrison Ford,Harrison Ford,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,251
Name,Österreichische Volkspartei,Österreichische Volksparte,Austrian People's Party,Austria,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,252
Name,Marie-Agnes Strack-Zimmermann,Marie-Agnes Strack-Zimmerman,Free Democratic Party,France,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,253
Name,António Guterres,Antonio Guterres,Socialist Party,Portugal,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,254
Name,Mahmoud Abbas,Mahmoud Abbas,Fatah,Palestine,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,255
Name,Peter Casey,Peter Casey,Independent,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,256
Name,Annalena Baerbock,Annalena Baerbock,Alliance 90/The Greens,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,257
Name,Benny Gantz,Benny Gantz,National Unity Party,Israel,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,258
Name,Mary Lou McDonald,"Mary Lou McDonald, Mary Lou Mcdonald",Sinn Féin,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,259
Name,Annie Lennox,Annie Lenox,Not publicly affiliated,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,260
Party,The Left,die Linke,The Left,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,261
Name,Holly Cairns,Holly Cairns,Social Democrats,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,262
Name,Fine Gael,Finne Gael,Fine Gael,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,263
Name,Partit Nazzjonalista,Partit Nazzjonalista,Nationalist Party,Malta,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,264
Party,The Greens,Gruenen,The Greens,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,265
Name,Marc Botenga,Marc Botenga,Workers’ Party of Belgium,Belgium,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,266
Party,Positive Ecology–Cap21–FÉ–Le Trèfle–LU–100%C–MPA–BNP,EP,Positive Ecology–Cap21–FÉ–Le Trèfle–LU–100%C–MPA–BNP,Unknown,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,267
Name,Ante Šušnjar,Ante Šušnjar,Croatian Democratic Union,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,268
Name,Jennifer Aniston,Jennifer Aniston,Others,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,269
Name,Michelle Obama,Michelle Obama,Democratic Party,United States,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,270
Name,Fumio Kishida,Fumio Kishida,Liberal Democratic Party,Japan,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,271
Name,Anna Strolenberg,Anna Strolenberg,Volt Europa,Netherlands,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,272
Name,Reinier van Lanschot,Reinier Van Lanschot,Volt Europa,Netherlands,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,273
Name,Damian Boeselager,Damian Boeselager,Volt Germany,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,274
Name,Kai Tegethoff,Kai Tegethoff,Volt Germany,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,275
Name,Nela Riehl,Nela Riehl,Volt Germany,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,276
Name,Gibanje Svoboda,Gibanje Svoboda,Freedom Movement,Slovenia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,277
Name,CDU,CDU,Unitary Democratic Coalition,Portugal,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,278
Name,Robert Golob,Robert Golob,Freedom Movement,Slovenia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,279
Name,Oliver Vogt,Oliver Vogt,Christian Democratic Union,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,280
Name,Cem Özdemir,Cem Ozdemir,Alliance 90/The Greens,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,281
Name,Mary Robinson,Mary Robinson,Labour Party,Ireland,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,282
Name,Zvonimir Troskot,Zvonimir Troskot,Bridge of Independent Lists,Croatia,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,283
Name,The Labour Party,"Labour Party, The Labour Party, Malta Labour Party",Labour Party,United Kingdom,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,284
Name,Angelika Niebler,Angelika Niebler,Christian Social Union in Bayern,Germany,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,285
Name,Ivica Dačić,Ivica Dačić,Socialist Party of Serbia,Serbia,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,286
Name,Alessandra Todde,Alessandra Todde,Five Star Movement,Italy,1,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,287
Name,Viola Amherd,Viola Amherd,The Centre,Switzerland,0,FINAL_NER_2025_17_01/Glossary/Croatia_Glossary.xlsx,Glossary,288
